fips,state,name,lat,long
5065,AR,Izard County,36.094879,-91.913625
5067,AR,Jackson County,35.596467,-91.223205
5069,AR,Jefferson County,34.277239,-91.929673
5071,AR,Johnson County,35.573358999999996,-93.466322
5073,AR,Lafayette County,33.240629,-93.611514
5075,AR,Lawrence County,36.041098,-91.101153
5077,AR,Lee County,34.779505,-90.779717
5079,AR,Lincoln County,33.957675,-91.727626
5081,AR,Little River County,33.699497,-94.229774
5083,AR,Logan County,35.218654,-93.72091
5085,AR,Lonoke County,34.755114,-91.894132
5087,AR,Madison County,36.012545,-93.724053
5089,AR,Marion County,36.266664,-92.678577
5091,AR,Miller County,33.305505,-93.901502
5093,AR,Mississippi County,35.766944,-90.052207
5095,AR,Monroe County,34.679512,-91.20331
5097,AR,Montgomery County,34.545656,-93.664153
5099,AR,Nevada County,33.666699,-93.305072
5101,AR,Newton County,35.910742,-93.215898
5103,AR,Ouachita County,33.591168,-92.878413
5105,AR,Perry County,34.946363,-92.926877
5107,AR,Phillips County,34.423687,-90.855593
5109,AR,Pike County,34.158191,-93.658659
5111,AR,Poinsett County,35.56887,-90.681104
5113,AR,Polk County,34.490915,-94.230884
5115,AR,Pope County,35.456557,-93.026818
5117,AR,Prairie County,34.831116,-91.55362
5119,AR,Pulaski County,34.770311,-92.312996
5121,AR,Randolph County,36.341298,-91.028441
5123,AR,St. Francis County,35.022838,-90.751505
5125,AR,Saline County,34.648525,-92.674463
5127,AR,Scott County,34.858869,-94.063641
5129,AR,Searcy County,35.896387,-92.695888
5131,AR,Sebastian County,35.196981,-94.274989
5133,AR,Sevier County,33.994877,-94.243279
5135,AR,Sharp County,36.173399,-91.471069
5137,AR,Stone County,35.857001,-92.140482
5139,AR,Union County,33.168219,-92.598145
5141,AR,Van Buren County,35.582953,-92.515976
5143,AR,Washington County,35.978001,-94.217269
5145,AR,White County,35.255118,-91.753034
5147,AR,Woodruff County,35.192777,-91.244535
5149,AR,Yell County,34.997713,-93.408303
6001,CA,Alameda County,37.647139,-121.912488
6003,CA,Alpine County,38.621783,-119.798352
6005,CA,Amador County,38.44355,-120.653856
6007,CA,Butte County,39.665959,-121.601919
6009,CA,Calaveras County,38.1839,-120.561441
6011,CA,Colusa County,39.177739,-122.237563
6013,CA,Contra Costa County,37.919479,-121.951543
6015,CA,Del Norte County,41.763958,-124.003614
6017,CA,El Dorado County,38.785612,-120.534225
6019,CA,Fresno County,36.761006,-119.655019
6021,CA,Glenn County,39.602546,-122.4017
6023,CA,Humboldt County,40.706655,-123.926176
6025,CA,Imperial County,33.040814,-115.3554
6027,CA,Inyo County,36.561977,-117.403927
6029,CA,Kern County,35.346629,-118.729506
6031,CA,Kings County,36.072478,-119.81553
6033,CA,Lake County,39.094802,-122.746757
6035,CA,Lassen County,40.721086,-120.629952
6037,CA,Los Angeles County,34.196398,-118.261862
6039,CA,Madera County,37.209821,-119.749802
6041,CA,Marin County,38.051817,-122.745974
6043,CA,Mariposa County,37.57003,-119.912861
6045,CA,Mendocino County,39.432388,-123.442881
6047,CA,Merced County,37.194806,-120.722802
6049,CA,Modoc County,41.592918,-120.71837
6051,CA,Mono County,37.915836,-118.875167
6053,CA,Monterey County,36.240107,-121.315572
6055,CA,Napa County,38.5071,-122.325904
6057,CA,Nevada County,39.297508,-120.771343
6059,CA,Orange County,33.675686999999996,-117.777207
6061,CA,Placer County,39.062032,-120.722718
6063,CA,Plumas County,39.992295,-120.824371
6065,CA,Riverside County,33.729828,-116.002239
6067,CA,Sacramento County,38.450016,-121.340441
6069,CA,San Benito County,36.611651,-121.085811
6071,CA,San Bernardino County,34.85722,-116.181197
6073,CA,San Diego County,33.023604,-116.776117
6075,CA,San Francisco County,37.727239,-123.032229
6077,CA,San Joaquin County,37.934982,-121.272244
6079,CA,San Luis Obispo County,35.385224,-120.447544
6081,CA,San Mateo County,37.414672,-122.371546
6083,CA,Santa Barbara County,34.537057,-120.039973
6085,CA,Santa Clara County,37.220695,-121.69051
6087,CA,Santa Cruz County,37.012488,-122.007205
6089,CA,Shasta County,40.760514,-122.043556
6091,CA,Sierra County,39.576925,-120.521993
6093,CA,Siskiyou County,41.587986,-122.533287
6095,CA,Solano County,38.267226,-121.939594
6097,CA,Sonoma County,38.525182,-122.92611
6099,CA,Stanislaus County,37.562316,-121.002831
6101,CA,Sutter County,39.03619,-121.70394
6103,CA,Tehama County,40.126157,-122.232274
6105,CA,Trinity County,40.647803,-123.114476
6107,CA,Tulare County,36.228834,-118.781055
6109,CA,Tuolumne County,38.021434,-119.964733
6111,CA,Ventura County,34.358741,-119.133143
6113,CA,Yolo County,38.679596,-121.902441
6115,CA,Yuba County,39.27013,-121.344259
8001,CO,Adams County,39.874325,-104.331872
8003,CO,Alamosa County,37.568442,-105.788041
8005,CO,Arapahoe County,39.644554,-104.331706
8007,CO,Archuleta County,37.202395,-107.050863
8009,CO,Baca County,37.30978,-102.543741
8011,CO,Bent County,37.931891,-103.077584
8013,CO,Boulder County,40.09497,-105.397691
8014,CO,Broomfield County,39.953593,-105.050787
8015,CO,Chaffee County,38.738223,-106.316683
8017,CO,Cheyenne County,38.835646,-102.601791
8019,CO,Clear Creek County,39.669732,-105.69257
8021,CO,Conejos County,37.213406,-106.176447
8023,CO,Costilla County,37.277547,-105.42894
8025,CO,Crowley County,38.30618,-103.772736
8027,CO,Custer County,38.101996,-105.373512
8029,CO,Delta County,38.861595,-107.864892
8031,CO,Denver County,39.76185,-104.881105
8033,CO,Dolores County,37.711723,-108.524116
8035,CO,Douglas County,39.325414,-104.925987
8037,CO,Eagle County,39.626992,-106.69516899999999
8039,CO,Elbert County,39.315157,-104.114076
8041,CO,El Paso County,38.827383,-104.527472
8043,CO,Fremont County,38.45517,-105.424958
8045,CO,Garfield County,39.599352,-107.90978
8047,CO,Gilpin County,39.861156,-105.528878
8049,CO,Grand County,40.113065,-106.110837
8051,CO,Gunnison County,38.670499,-107.05688
8053,CO,Hinsdale County,37.821165,-107.338261
8055,CO,Huerfano County,37.687815,-104.959928
8057,CO,Jackson County,40.663432,-106.329248
8059,CO,Jefferson County,39.579511,-105.245462
8061,CO,Kiowa County,38.387663,-102.756849
8063,CO,Kit Carson County,39.30534,-102.603023
8065,CO,Lake County,39.205341,-106.350079
8067,CO,La Plata County,37.287367,-107.839718
8069,CO,Larimer County,40.658093,-105.486764
8071,CO,Las Animas County,37.318831,-104.04411
8073,CO,Lincoln County,38.99374,-103.507555
8075,CO,Logan County,40.728091,-103.090464
8077,CO,Mesa County,39.019524,-108.460571
8079,CO,Mineral County,37.549067,-107.003236
8081,CO,Moffat County,40.610864,-108.217154
8083,CO,Montezuma County,37.338025,-108.595786
8085,CO,Montrose County,38.407507,-108.266282
8087,CO,Morgan County,40.263159,-103.81221
8089,CO,Otero County,37.88417,-103.72126
8091,CO,Ouray County,38.154731,-107.78848
8093,CO,Park County,39.118914,-105.717648
8095,CO,Phillips County,40.594712,-102.345105
8097,CO,Pitkin County,39.217538,-106.916159
8099,CO,Prowers County,37.958181,-102.392161
8101,CO,Pueblo County,38.170658,-104.489892
8103,CO,Rio Blanco County,39.972622,-108.200716
8105,CO,Rio Grande County,37.485853,-106.453128
8107,CO,Routt County,40.483664,-106.987702
8109,CO,Saguache County,38.031651,-106.234666
8111,CO,San Juan County,37.781049,-107.670257
8113,CO,San Miguel County,38.009319,-108.427263
8115,CO,Sedgwick County,40.871568,-102.355358
8117,CO,Summit County,39.621023,-106.137555
8119,CO,Teller County,38.869976,-105.187365
8121,CO,Washington County,39.96579,-103.209744
8123,CO,Weld County,40.555960999999996,-104.383666
8125,CO,Yuma County,40.00077,-102.421649
9001,CT,Fairfield County,41.227413,-73.367061
9003,CT,Hartford County,41.806053,-72.732916
9005,CT,Litchfield County,41.791883,-73.235404
9007,CT,Middlesex County,41.433003,-72.52278
9009,CT,New Haven County,41.349718,-72.900203
9011,CT,New London County,41.472652,-72.108634
9013,CT,Tolland County,41.858081,-72.340978
9015,CT,Windham County,41.824999,-71.990702
10001,DE,Kent County,39.097088,-75.502982
10003,DE,New Castle County,39.575915,-75.644132
10005,DE,Sussex County,38.673227,-75.337024
11001,DC,District of Columbia,38.904247,-77.016517
12001,FL,Alachua County,29.67574,-82.357221
12003,FL,Baker County,30.324442,-82.302284
12005,FL,Bay County,30.238218,-85.63168
12007,FL,Bradford County,29.952386,-82.166679
12009,FL,Brevard County,28.298310999999998,-80.700333
12011,FL,Broward County,26.193535,-80.476683
12013,FL,Calhoun County,30.388801,-85.197915
12015,FL,Charlotte County,26.868974,-81.941278
12017,FL,Citrus County,28.84364,-82.52481
12019,FL,Clay County,29.986584,-81.865036
12021,FL,Collier County,26.118786,-81.400955
12023,FL,Columbia County,30.221651,-82.623371
12027,FL,DeSoto County,27.190581,-81.806253
12029,FL,Dixie County,29.580899,-83.195666
12031,FL,Duval County,30.335245,-81.648113
12033,FL,Escambia County,30.611638,-87.3389
12035,FL,Flagler County,29.474891,-81.286253
12037,FL,Franklin County,29.810176,-84.799174
12039,FL,Gadsden County,30.578687,-84.612607
12041,FL,Gilchrist County,29.723456,-82.795801
12043,FL,Glades County,26.95481,-81.19082
12045,FL,Gulf County,29.907257,-85.256537
12047,FL,Hamilton County,30.491187,-82.951071
12049,FL,Hardee County,27.492846,-81.82158
12051,FL,Hendry County,26.539967,-81.152114
12053,FL,Hernando County,28.573043,-82.466227
12055,FL,Highlands County,27.34108,-81.342353
12057,FL,Hillsborough County,27.906607,-82.349719
12059,FL,Holmes County,30.862007,-85.815939
12061,FL,Indian River County,27.700528,-80.574789
12063,FL,Jackson County,30.789249,-85.208814
12065,FL,Jefferson County,30.424558,-83.890859
12067,FL,Lafayette County,29.990066,-83.17851
12069,FL,Lake County,28.764113,-81.712282
12071,FL,Lee County,26.559035,-81.891994
12073,FL,Leon County,30.45931,-84.2778
12075,FL,Levy County,29.284457,-82.783462
12077,FL,Liberty County,30.259849,-84.86858
12079,FL,Madison County,30.447233,-83.470416
12081,FL,Manatee County,27.481682,-82.368767
12083,FL,Marion County,29.202805,-82.0431
12085,FL,Martin County,27.083604,-80.398201
12086,FL,Miami-Dade County,25.61058,-80.497099
12087,FL,Monroe County,24.768883,-80.95327
12089,FL,Nassau County,30.605963,-81.765087
12091,FL,Okaloosa County,30.665851,-86.594187
12093,FL,Okeechobee County,27.385592,-80.887388
12095,FL,Orange County,28.514391,-81.323284
12097,FL,Osceola County,28.059027,-81.139312
12099,FL,Palm Beach County,26.649126,-80.448354
12101,FL,Pasco County,28.307711,-82.464832
12103,FL,Pinellas County,27.903108,-82.739519
12105,FL,Polk County,27.953649,-81.693534
12107,FL,Putnam County,29.593896,-81.732039
12109,FL,St. Johns County,29.890487,-81.40004
12111,FL,St. Lucie County,27.379814,-80.443536
12113,FL,Santa Rosa County,30.701269,-87.01289
12115,FL,Sarasota County,27.184386,-82.365835
12117,FL,Seminole County,28.690092,-81.131989
12119,FL,Sumter County,28.714101,-82.074347
12121,FL,Suwannee County,30.189244,-82.992754
12123,FL,Taylor County,30.009908,-83.609483
12125,FL,Union County,30.05428,-82.366918
12127,FL,Volusia County,29.057769,-81.161792
12129,FL,Wakulla County,30.139432,-84.374846
12131,FL,Walton County,30.631211,-86.176614
12133,FL,Washington County,30.602217,-85.662797
13001,GA,Appling County,31.739712,-82.290103
13003,GA,Atkinson County,31.296806,-82.878151
13005,GA,Bacon County,31.55021,-82.451433
13007,GA,Baker County,31.31958,-84.454881
13009,GA,Baldwin County,33.05949,-83.255457
13011,GA,Banks County,34.351922,-83.498441
13013,GA,Barrow County,33.992009,-83.712303
13015,GA,Bartow County,34.240917,-84.838188
13017,GA,Ben Hill County,31.740772,-83.147197
13019,GA,Berrien County,31.288652,-83.22787
13021,GA,Bibb County,32.808845,-83.694194
13023,GA,Bleckley County,32.435403,-83.331717
13025,GA,Brantley County,31.197334,-81.982978
13027,GA,Brooks County,30.822934,-83.581905
13029,GA,Bryan County,32.017969,-81.438543
13031,GA,Bulloch County,32.391711,-81.744021
13033,GA,Burke County,33.060181,-82.000164
13035,GA,Butts County,33.290355,-83.958221
13037,GA,Calhoun County,31.521279,-84.62629
13039,GA,Camden County,30.913358,-81.642019
13043,GA,Candler County,32.40395,-82.071266
13045,GA,Carroll County,33.582237,-85.080527
13047,GA,Catoosa County,34.900218,-85.139386
13049,GA,Charlton County,30.779904,-82.139644
13051,GA,Chatham County,31.980404,-81.085184
13053,GA,Chattahoochee County,32.347445,-84.788021
13055,GA,Chattooga County,34.474178,-85.345289
13057,GA,Cherokee County,34.244317,-84.475057
13059,GA,Clarke County,33.952185,-83.367152
13061,GA,Clay County,31.619831,-84.992583
13063,GA,Clayton County,33.542686,-84.355573
13065,GA,Clinch County,30.917653,-82.702614
13067,GA,Cobb County,33.93993,-84.574112
13069,GA,Coffee County,31.549245,-82.84494
13071,GA,Colquitt County,31.189707,-83.769773
13073,GA,Columbia County,33.547631,-82.252296
13075,GA,Cook County,31.152516,-83.429445
13077,GA,Coweta County,33.352897,-84.762138
13079,GA,Crawford County,32.709428,-83.979187
13081,GA,Crisp County,31.915148,-83.753531
13083,GA,Dade County,34.852424,-85.506201
13085,GA,Dawson County,34.442608,-84.173261
13087,GA,Decatur County,30.880643,-84.58389
13089,GA,DeKalb County,33.770661,-84.226343
13091,GA,Dodge County,32.164369,-83.167866
13093,GA,Dooly County,32.151995,-83.807167
13095,GA,Dougherty County,31.532588,-84.20904
13097,GA,Douglas County,33.701242,-84.767314
13099,GA,Early County,31.324191,-84.906723
13101,GA,Echols County,30.714008,-82.897376
13103,GA,Effingham County,32.36168,-81.343372
13105,GA,Elbert County,34.116413,-82.841909
13107,GA,Emanuel County,32.5911,-82.299763
13109,GA,Evans County,32.153083,-81.890153
13111,GA,Fannin County,34.866543,-84.317331
13113,GA,Fayette County,33.412717,-84.493941
13115,GA,Floyd County,34.263692,-85.213685
13117,GA,Forsyth County,34.225143,-84.127408
13119,GA,Franklin County,34.375266,-83.227532
13121,GA,Fulton County,33.790034,-84.468182
13123,GA,Gilmer County,34.690506,-84.454624
13125,GA,Glascock County,33.227491,-82.606913
13127,GA,Glynn County,31.21271,-81.49645
13129,GA,Gordon County,34.509667,-84.873862
13131,GA,Grady County,30.875908,-84.24508
13133,GA,Greene County,33.57674,-83.166613
13135,GA,Gwinnett County,33.959146,-84.023087
13137,GA,Habersham County,34.634392,-83.525875
13139,GA,Hall County,34.317569,-83.8185
13141,GA,Hancock County,33.26922,-83.000465
13143,GA,Haralson County,33.795165,-85.220063
13145,GA,Harris County,32.731549,-84.912432
13147,GA,Hart County,34.348733,-82.96329
13149,GA,Heard County,33.291347,-85.137886
13151,GA,Henry County,33.452947,-84.154021
13153,GA,Houston County,32.458287,-83.662522
13155,GA,Irwin County,31.604306,-83.277037
13157,GA,Jackson County,34.130905,-83.562557
13159,GA,Jasper County,33.316981,-83.689151
13161,GA,Jeff Davis County,31.811615,-82.636825
13163,GA,Jefferson County,33.058176,-82.420004
13165,GA,Jenkins County,32.794563,-81.971524
13167,GA,Johnson County,32.694584,-82.66397
13169,GA,Jones County,33.021664,-83.562196
13171,GA,Lamar County,33.07444,-84.146689
13173,GA,Lanier County,31.038197,-83.063164
13175,GA,Laurens County,32.39322,-82.926317
13177,GA,Lee County,31.818419,-84.146681
13179,GA,Liberty County,31.807458,-81.457871
13181,GA,Lincoln County,33.792151,-82.448299
13183,GA,Long County,31.749563,-81.74287
13185,GA,Lowndes County,30.833145,-83.268995
13187,GA,Lumpkin County,34.56814,-83.998925
13189,GA,McDuffie County,33.479623,-82.478733
13191,GA,McIntosh County,31.488506,-81.372289
13193,GA,Macon County,32.362686,-84.051231
13195,GA,Madison County,34.128526,-83.203737
13197,GA,Marion County,32.359312,-84.528735
13199,GA,Meriwether County,33.029267,-84.667058
13201,GA,Miller County,31.162931,-84.730398
13205,GA,Mitchell County,31.228997,-84.192038
13207,GA,Monroe County,33.017435,-83.922938
13209,GA,Montgomery County,32.172108,-82.533349
13211,GA,Morgan County,33.598696,-83.499435
13213,GA,Murray County,34.797097,-84.73799
13215,GA,Muscogee County,32.510197,-84.874946
13217,GA,Newton County,33.544041,-83.855184
13219,GA,Oconee County,33.834125,-83.437728
13221,GA,Oglethorpe County,33.866806,-83.074081
13223,GA,Paulding County,33.92103,-84.867169
13225,GA,Peach County,32.571324,-83.831978
13227,GA,Pickens County,34.456746,-84.490351
13229,GA,Pierce County,31.353998,-82.21037
13231,GA,Pike County,33.081224,-84.389848
13233,GA,Polk County,33.996015,-85.188338
13235,GA,Pulaski County,32.238803,-83.481845
13237,GA,Putnam County,33.32106,-83.37179
13239,GA,Quitman County,31.862938,-85.004798
13241,GA,Rabun County,34.883933999999996,-83.40487
13243,GA,Randolph County,31.762650999999998,-84.752311
13245,GA,Richmond County,33.361486,-82.074998
13247,GA,Rockdale County,33.652081,-84.02637
13249,GA,Schley County,32.263444,-84.322708
13251,GA,Screven County,32.744751,-81.617585
13253,GA,Seminole County,30.93396,-84.867685
13255,GA,Spalding County,33.262348,-84.284905
13257,GA,Stephens County,34.552914,-83.290216
13259,GA,Stewart County,32.073225,-84.834912
13261,GA,Sumter County,32.042266,-84.204294
13263,GA,Talbot County,32.704603,-84.530029
13265,GA,Taliaferro County,33.559319,-82.875272
13267,GA,Tattnall County,32.043768,-82.059208
13269,GA,Taylor County,32.554667,-84.251426
13271,GA,Telfair County,31.913641,-82.931063
13273,GA,Terrell County,31.777191,-84.439446
13275,GA,Thomas County,30.864619,-83.919815
13277,GA,Tift County,31.457003,-83.525931
13279,GA,Toombs County,32.117812,-82.330626
13281,GA,Towns County,34.902529,-83.732264
13283,GA,Treutlen County,32.409586,-82.570882
13285,GA,Troup County,33.034482,-85.02836
13287,GA,Turner County,31.7248,-83.620319
13289,GA,Twiggs County,32.665847,-83.425879
13291,GA,Union County,34.833333,-83.989257
13293,GA,Upson County,32.881837,-84.292283
13295,GA,Walker County,34.735802,-85.305456
13297,GA,Walton County,33.783887,-83.731829
13299,GA,Ware County,31.050881,-82.421507
13301,GA,Warren County,33.419169,-82.688012
13303,GA,Washington County,32.971843,-82.798112
13305,GA,Wayne County,31.547845,-81.912376
13307,GA,Webster County,32.046691,-84.553828
13309,GA,Wheeler County,32.105258,-82.733849
13311,GA,White County,34.643776,-83.743417
13313,GA,Whitfield County,34.801726,-84.968541
13315,GA,Wilcox County,31.96272,-83.438259
13317,GA,Wilkes County,33.779031,-82.747921
13319,GA,Wilkinson County,32.804266,-83.175512
13321,GA,Worth County,31.551773,-83.84996
15001,HI,Hawaii County,19.597764,-155.502443
15003,HI,Honolulu County,21.580023,-158.123406
15005,HI,Kalawao County,21.218764,-156.97401
15007,HI,Kauai County,22.012038,-159.705965
15009,HI,Maui County,20.855930999999998,-156.60155
16001,ID,Ada County,43.451477,-116.244376
16003,ID,Adams County,44.877004,-116.461624
16005,ID,Bannock County,42.692921,-112.228982
16007,ID,Bear Lake County,42.285892,-111.327517
16009,ID,Benewah County,47.218451,-116.633541
16011,ID,Bingham County,43.216357,-112.399206
16013,ID,Blaine County,43.394192,-113.955371
16015,ID,Boise County,43.987275,-115.71511
16017,ID,Bonner County,48.316796,-116.612364
16019,ID,Bonneville County,43.395171,-111.621878
16021,ID,Boundary County,48.773131,-116.524668
16023,ID,Butte County,43.685101,-113.177631
16025,ID,Camas County,43.502552,-114.772135
16027,ID,Canyon County,43.625796,-116.709058
16029,ID,Caribou County,42.786072,-111.544273
16031,ID,Cassia County,42.282313,-113.626328
16033,ID,Clark County,44.290218,-112.354613
16035,ID,Clearwater County,46.67257,-115.6535
16037,ID,Custer County,44.273351,-114.252267
16039,ID,Elmore County,43.394698,-115.471205
16041,ID,Franklin County,42.173609,-111.822965
16043,ID,Fremont County,44.218091,-111.484429
16045,ID,Gem County,44.061473,-116.398784
16047,ID,Gooding County,42.973185,-114.82142
16049,ID,Idaho County,45.849644,-115.467337
16051,ID,Jefferson County,43.796965,-112.318588
16053,ID,Jerome County,42.691395,-114.262086
16055,ID,Kootenai County,47.675966,-116.695922
16057,ID,Latah County,46.81892,-116.730974
16059,ID,Lemhi County,44.928506,-113.887042
16061,ID,Lewis County,46.236328,-116.42376
16063,ID,Lincoln County,42.986181,-114.153899
16065,ID,Madison County,43.788614,-111.656993
16067,ID,Minidoka County,42.857211,-113.63984
16069,ID,Nez Perce County,46.333791,-116.760909
16071,ID,Oneida County,42.183895,-112.520449
16073,ID,Owyhee County,42.572851,-116.18969
16075,ID,Payette County,44.00243,-116.750238
16077,ID,Power County,42.694126,-112.844407
16079,ID,Shoshone County,47.347694,-115.885092
16081,ID,Teton County,43.760994,-111.211765
16083,ID,Twin Falls County,42.352309,-114.665639
16085,ID,Valley County,44.85596,-115.618061
16087,ID,Washington County,44.448223,-116.797792
17001,IL,Adams County,39.986052,-91.194961
17003,IL,Alexander County,37.183658,-89.349516
